,lead
52343,6-9991
52344,7-8649
52345,7-7381
52346,4-4504
52347,3-7866
52348,2-3772
52349,1-6543
52350,5-1522
52351,6-1003
52352,7-0237
52353,4-2270
52354,6-7196
52355,4-1778
52356,5-1404
52357,3-7074
52358,4-8884
52359,1-2263
52360,2-4976
52361,8-7827
52362,3-6098
52363,4-0891
52364,7-9760
52365,6-4512
52366,2-0534
52367,4-2405
52368,8-7970
52369,5-8068
52370,6-6843
52371,7-7819
52372,3-5143
52373,1-8681
52374,6-0815
52375,8-1774
52376,2-0555
52377,6-8498
52378,3-7584
52379,7-0069
52380,3-5165
52381,6-0229
52382,7-5054
52383,6-2433
52384,8-1479
52385,8-2588
52386,8-9983
52387,7-5015
52388,8-2171
52389,2-0995
52390,7-5512
52391,3-3139
52392,8-1383
52393,6-8034
52394,1-3270
52395,3-8270
52396,4-2414
52397,1-7601
52398,2-6074
52399,5-5719
52400,7-6708
52401,4-9186
52402,7-0353
52403,3-2088
52404,5-5952
52405,4-9818
52406,4-2587
52407,5-5305
52408,6-4607
52409,3-1183
52410,1-2089
52411,7-7648
52412,4-7580
52413,8-4608
52414,5-8939
52415,7-0882
52416,6-3025
52417,5-6595
52418,3-3550
52419,8-6516
52420,8-2092
52421,8-9605
52422,6-5367
52423,2-9847
52424,6-4102
52425,6-0558
52426,7-7125
52427,3-7362
52428,6-7040
52429,6-6716
52430,1-1456
52431,6-0574
52432,6-9382
52433,5-3386
52434,8-9151
52435,7-3687
52436,2-8416
52437,6-0317
52438,8-0185
52439,3-0024
52440,3-1337
52441,5-8822
52442,6-4950
52443,6-6279
52444,6-0518
52445,7-3852
52446,6-4088
52447,4-8059
52448,8-4822
52449,5-4751
52450,6-0051
52451,2-8103
52452,3-1738
52453,7-0897
52454,3-0663
52455,5-7115
52456,3-2334
52457,2-2324
52458,6-3350
52459,6-3601
52460,6-4764
52461,6-7674
52462,4-7579
52463,3-7153
52464,8-6724
52465,7-2544
52466,1-2418
52467,2-6208
52468,1-8598
52469,6-6272
52470,3-9212
52471,4-6050
52472,2-2677
52473,5-1782
52474,2-8502
52475,4-3151
52476,3-4627
52477,7-4288
52478,5-5420
52479,4-3771
52480,4-1101
52481,2-0887
52482,5-5257
52483,2-5214
52484,6-5295
52485,3-7386
52486,8-7727
52487,1-6467
52488,8-8852
52489,8-3566
52490,6-4593
52491,8-1397
52492,5-2526
52493,1-8375
52494,6-7860
52495,3-0430
52496,3-7890
52497,8-8256
52498,5-8553
52499,7-4855
52500,1-3164
52501,1-0953
52502,2-8006
52503,1-3799
52504,4-4481
52505,8-9216
52506,1-6328
52507,6-8987
52508,2-9020
52509,8-3681
52510,4-5120
52511,5-3926
52512,4-1882
52513,5-4855
52514,7-0351
52515,6-7310
52516,5-4707
52517,7-2277
52518,8-9802
52519,7-9561
52520,8-8521
52521,7-2588
52522,7-5312
52523,1-8722
52524,5-9142
52525,3-4299
52526,7-5111
52527,4-6747
52528,3-0348
52529,5-8780
52530,8-8140
52531,4-3320
52532,5-9655
52533,7-7910
52534,4-9045
52535,8-9420
52536,5-4014
52537,3-5073
52538,6-3693
52539,7-8123
52540,5-1011
52541,3-1525
52542,3-4843
52543,8-1932
52544,1-7217
52545,8-2042
52546,2-4638
52547,3-2052
52548,7-2678
52549,4-9787
52550,3-6032
52551,3-9123
52552,4-4241
52553,3-4630
52554,6-7683
52555,3-6394
52556,2-7711
52557,2-5038
52558,6-3548
52559,5-1938
52560,2-1868
52561,6-8045
52562,7-4555
52563,5-1811
52564,2-4583
52565,3-4073
52566,1-0145
52567,7-9192
52568,4-7055
52569,5-4111
52570,8-6816
52571,4-7448
52572,8-7358
52573,8-1978
52574,2-9843
52575,2-2671
52576,5-7624
52577,4-6212
52578,4-3105
52579,7-2170
52580,8-6094
52581,3-8245
52582,4-7626
52583,4-1318
52584,7-1268
52585,6-3313
52586,2-6120
52587,8-9093
52588,3-4635
52589,1-5787
52590,6-2960
52591,5-4124
52592,5-7090
52593,6-0458
52594,8-8780
52595,2-6833
52596,4-2444
52597,1-9702
52598,1-9088
52599,5-3555
52600,5-9264
52601,5-2727
52602,8-6727
52603,6-6308
52604,1-8645
52605,7-0356
52606,1-1581
52607,8-1813
52608,1-3711
52609,2-0852
52610,6-8767
52611,4-2275
52612,3-6649
52613,2-6750
52614,6-1584
52615,1-4026
52616,1-5545
52617,4-0296
52618,6-4523
52619,2-1861
52620,3-0937
52621,8-8943
52622,8-1565
52623,5-6784
52624,5-4651
52625,6-6133
52626,4-0759
52627,7-6626
52628,4-0085
52629,7-4382
52630,7-6790
52631,4-1722
52632,6-8109
52633,5-2244
52634,6-3263
52635,8-9207
52636,8-5902
52637,4-9311
52638,5-1378
52639,8-2625
52640,7-6917
52641,6-9815
52642,2-3916
52643,8-7436
52644,5-5199
52645,5-0930
52646,5-3980
52647,1-8254
52648,8-0747
52649,2-8179
52650,8-5554
52651,7-2391
52652,7-1707
52653,1-2932
52654,7-0455
52655,2-6171
52656,8-5825
52657,1-4534
52658,4-2682
52659,8-4764
52660,6-1106
52661,8-0403
52662,2-2626
52663,8-8950
52664,7-2158
52665,6-2259
52666,1-1528
52667,1-0331
52668,2-8429
52669,6-9738
52670,6-9395
52671,3-1581
52672,2-2897
52673,8-2584
52674,6-0265
52675,2-1714
52676,5-5969
52677,4-7758
52678,7-9130
52679,8-0157
52680,3-6171
52681,8-2699
52682,5-0412
52683,6-3733
52684,2-1784
52685,8-2846
52686,1-8865
52687,2-4038
52688,6-0959
52689,8-5619
52690,2-2276
52691,4-2068
52692,1-6093
52693,2-5911
52694,3-8033
52695,6-7589
52696,4-3036
52697,5-6463
52698,2-1481
52699,7-9703
52700,4-7359
52701,6-6782
52702,6-5650
52703,2-7913
52704,1-8470
52705,8-2864
52706,2-6161
52707,4-8978
52708,7-6663
52709,8-3637
52710,8-2210
52711,3-5750
52712,3-4378
52713,7-8134
52714,6-8735
52715,2-6168
52716,8-6555
52717,3-7270
52718,5-5595
52719,7-5653
52720,5-5484
52721,8-5535
52722,6-5708
52723,8-2296
52724,7-2591
52725,4-0033
52726,1-0140
52727,6-9011
52728,7-8879
52729,7-0734
52730,5-7743
52731,7-6755
52732,4-5939
52733,1-8910
52734,8-4926
52735,1-8442
52736,8-2822
52737,6-2544
52738,3-7895
52739,2-9972
52740,4-1025
52741,4-2945
52742,6-0935
52743,3-7897
52744,7-4707
52745,8-0595
52746,3-0051
52747,5-1963
52748,1-3044
52749,3-4868
52750,1-4884
52751,4-3581
52752,5-7589
52753,2-1906
52754,8-8779
52755,1-6082
52756,8-0466
52757,3-8439
52758,4-6300
52759,6-0609
52760,5-6690
52761,4-8801
52762,2-4199
52763,3-2531
52764,3-5988
52765,8-3448
52766,6-2413
52767,3-8833
52768,2-4609
52769,8-8253
52770,4-3559
52771,3-5325
52772,6-8224
52773,1-2692
52774,6-0585
52775,1-9715
52776,2-1457
52777,6-6345
52778,6-0393
52779,2-6492
52780,3-7991
52781,1-0484
52782,6-4955
52783,7-4875
52784,1-3013
52785,4-7639
52786,6-6448
52787,8-6697
52788,4-0294
52789,3-8674
52790,2-6899
52791,1-6346
52792,2-6998
52793,8-8754
52794,8-4842
52795,7-3072
52796,3-8086
52797,6-2452
52798,8-5728
52799,5-5294
52800,3-1470
52801,8-9855
52802,3-7157
52803,5-4940
52804,2-0230
52805,6-9399
52806,3-4803
52807,1-4969
52808,7-0365
52809,2-4106
52810,1-5551
52811,6-3130
52812,4-0046
52813,2-1706
52814,4-3555
52815,6-7066
52816,4-1958
52817,5-0471
52818,7-8731
52819,6-7051
52820,7-5513
52821,6-9356
52822,5-3580
52823,3-8478
52824,4-8072
52825,4-9784
52826,1-9141
52827,4-1347
52828,1-8521
52829,7-0480
52830,1-3202
52831,2-5573
52832,6-3688
52833,8-7941
52834,8-8099
52835,7-5500
52836,1-3468
52837,6-2984
52838,2-3763
52839,7-8063
52840,8-5529
52841,5-8630
52842,2-9478
52843,6-8012
52844,3-5691
52845,2-9216
52846,2-5387
52847,8-9341
52848,1-5988
52849,8-0828
52850,6-7950
52851,6-6610
52852,4-5444
52853,3-9028
52854,2-5343
52855,8-8260
52856,6-3089
52857,1-1573
52858,6-9684
52859,3-8804
52860,7-4151
52861,6-9907
52862,8-9998
52863,8-6659
52864,7-1663
52865,1-7993
52866,6-1771
52867,5-2741
52868,2-1390
52869,8-7214
52870,4-1529
52871,2-2053
52872,5-8879
52873,5-4539
52874,4-0544
52875,2-9189
52876,5-0111
52877,8-6901
52878,7-6056
52879,1-5920
52880,8-0113
52881,2-1555
52882,4-0002
52883,4-3566
52884,1-8677
52885,8-2532
52886,4-3081
52887,2-8918
52888,5-0197
52889,6-0736
52890,7-6110
52891,4-9251
52892,7-3043
52893,3-1789
52894,3-2017
52895,4-6908
52896,8-7164
52897,8-8082
52898,4-8640
52899,1-4760
52900,3-4221
52901,8-7611
52902,4-9441
52903,1-2925
52904,5-0280
52905,3-6467
52906,1-2785
52907,8-3259
52908,2-8182
52909,6-7483
52910,7-6826
52911,6-1059
52912,1-7836
52913,6-2127
52914,3-2358
52915,1-1918
52916,3-5830
52917,4-4739
52918,8-4250
52919,4-6432
52920,5-1158
52921,5-4208
52922,2-9750
52923,4-2103
52924,8-3230
52925,1-1906
52926,6-8276
52927,7-2708
52928,8-7080
52929,5-3703
52930,7-8155
52931,4-4105
52932,1-0392
52933,5-0119
52934,7-1107
52935,3-9194
52936,7-8099
52937,8-8368
52938,5-7470
52939,6-0634
52940,5-3424
52941,2-1391
52942,4-9412
52943,2-8930
52944,1-8418
52945,3-8997
52946,5-0442
52947,7-4858
52948,3-2027
52949,2-3966
52950,6-8693
52951,8-4276
52952,2-2039
52953,7-1421
52954,7-3952
52955,7-5761
52956,2-1275
52957,1-8918
52958,3-6119
52959,6-7724
52960,6-4801
52961,7-8391
52962,5-9493
52963,5-7475
52964,6-0650
52965,4-5353
52966,5-4476
52967,1-1178
52968,6-8325
52969,2-9764
52970,8-2860
52971,3-4345
52972,5-8762
52973,2-2886
52974,6-8510
52975,1-3436
52976,2-6157
52977,3-6694
52978,2-8786
52979,6-6124
52980,6-8155
52981,5-8233
52982,3-4063
52983,8-6528
52984,1-4174
52985,5-0248
52986,3-6362
52987,8-5229
52988,8-6442
52989,6-1948
52990,4-7572
52991,8-4993
52992,2-0559
52993,7-6440
52994,6-0581
52995,1-7709
52996,6-5266
52997,8-1602
52998,6-0102
52999,1-9337
53000,4-5159
53001,6-1697
53002,1-0519
53003,2-8212
53004,1-7859
53005,6-0014
53006,5-2460
53007,1-3094
53008,1-0556
53009,4-3244
53010,5-0869
53011,8-3151
53012,8-2077
53013,5-0811
53014,2-6726
53015,4-5180
53016,2-0623
53017,1-1051
53018,7-9083
53019,2-8475
53020,5-0224
53021,7-9964
53022,3-7151
53023,4-2413
53024,3-4980
53025,4-9003
53026,5-1291
53027,6-6596
53028,4-4870
53029,7-8181
53030,8-4207
53031,5-1386
53032,8-3522
53033,3-2964
53034,7-3239
53035,3-2786
53036,6-4526
53037,6-0851
53038,3-2868
53039,1-1410
53040,8-1681
53041,6-4651
53042,6-7271
53043,1-6875
53044,6-6428
53045,1-7873
53046,7-2121
53047,2-9025
53048,5-7331
53049,4-2888
53050,4-4035
53051,6-9005
53052,3-5367
53053,2-2446
53054,5-1975
53055,4-2314
53056,2-8095
53057,4-0728
53058,1-7211
53059,8-6368
53060,4-2583
53061,8-1597
53062,5-9648
53063,3-6391
53064,2-7345
53065,2-2804
53066,2-9820
53067,6-8174
53068,8-2187
53069,7-5807
53070,6-8179
53071,7-8360
53072,6-1283
53073,5-3883
53074,1-0343
53075,7-3151
53076,3-3244
53077,4-6792
53078,2-6819
53079,8-1360
53080,8-2142
53081,2-6972
53082,7-5150
53083,2-1016
53084,3-1436
53085,7-8671
53086,3-7720
53087,6-1626
53088,3-5216
53089,4-4806
53090,3-6636
53091,3-5716
53092,5-0713
53093,5-4399
53094,4-0048
53095,7-8964
53096,7-2313
53097,4-7054
53098,3-4294
53099,2-0974
53100,1-4145
53101,6-5044
53102,7-4240
53103,2-3309
53104,4-0068
53105,5-2410
53106,2-1852
53107,5-1566
53108,2-1760
53109,2-6356
53110,2-0681
53111,6-1809
53112,6-1309
53113,3-6432
53114,2-1900
53115,3-0782
53116,2-7775
53117,4-2929
53118,6-5433
53119,3-8795
53120,7-2654
53121,1-6979
53122,2-3670
53123,6-4354
53124,5-7168
53125,1-6520
53126,3-5766
53127,4-2537
53128,2-3949
53129,4-1591
53130,4-5693
53131,6-1566
53132,2-4614
53133,7-2062
53134,4-3451
53135,5-1337
53136,5-4848
53137,1-7592
53138,1-4126
53139,5-0953
53140,3-6564
53141,6-6365
53142,3-3825
53143,8-3934
53144,5-9953
53145,8-7440
53146,6-9343
53147,1-2982
53148,7-0725
53149,1-2047
53150,8-1290
53151,7-2640
53152,1-5171
53153,7-7610
53154,6-8371
53155,4-2347
53156,8-9090
53157,1-7013
53158,3-6114
53159,6-8488
53160,2-9808
53161,4-7406
53162,7-3465
53163,1-7902
53164,8-0969
53165,3-1772
53166,7-8137
53167,6-1977
53168,1-4071
53169,4-7880
53170,7-8117
53171,4-4825
53172,3-9756
53173,1-0630
53174,8-5571
53175,2-9525
53176,1-4779
53177,3-5159
53178,4-3249
53179,5-1351
53180,2-3894
53181,5-7949
53182,5-0110
53183,1-2938
53184,2-2783
53185,7-4343
53186,7-1626
53187,6-2116
53188,7-7681
53189,3-5819
53190,6-3868
53191,6-5982
53192,2-6298
53193,8-8508
53194,1-2380
53195,5-5698
53196,3-4660
53197,2-6919
53198,4-6310
53199,2-7728
53200,8-0329
53201,7-7218
53202,8-8810
53203,2-8826
53204,8-9228
53205,3-3713
53206,8-3043
53207,6-7166
53208,4-0464
53209,1-4031
53210,5-8973
53211,6-5007
53212,8-7525
53213,8-6291
53214,4-5994
53215,2-4455
53216,3-2640
53217,5-7816
53218,7-1036
53219,4-3277
53220,2-6345
53221,6-8370
53222,6-1207
53223,1-7974
53224,8-2670
53225,8-9699
53226,4-1640
53227,1-9739
53228,5-1719
53229,4-4681
53230,3-2107
53231,5-4836
53232,2-5760
53233,5-7167
53234,6-5511
53235,8-3242
53236,5-1856
53237,5-4072
53238,7-5038
53239,8-7188
53240,8-3882
53241,7-6039
53242,2-8701
53243,6-0134
53244,5-5402
53245,7-7818
53246,4-7398
53247,7-3473
53248,1-6530
53249,5-5734
53250,1-6923
53251,1-9712
53252,3-3911
53253,7-2791
53254,7-5482
53255,2-3976
53256,7-3190
53257,6-0787
53258,7-4888
53259,7-9668
53260,3-5950
53261,7-9966
53262,2-1702
53263,5-6107
53264,2-3101
53265,6-3704
53266,6-5192
53267,1-9633
53268,4-4741
53269,4-9436
53270,6-8611
53271,6-1883
53272,5-4932
53273,5-7616
53274,3-1496
53275,7-9981
53276,8-5985
53277,6-7289
53278,1-2158
53279,7-7358
53280,8-1552
53281,8-3021
53282,5-2321
53283,1-2731
53284,7-2258
53285,7-6286
53286,1-3638
53287,2-9559
53288,8-0267
53289,8-9169
53290,1-0870
53291,5-7433
53292,8-1537
53293,5-0595
53294,6-3834
53295,5-7749
53296,8-1192
53297,8-4418
53298,3-0044
53299,4-0201
53300,6-7513
53301,5-2459
53302,5-6890
53303,8-4503
53304,2-6103
53305,8-2530
53306,1-6119
53307,7-8989
53308,8-4704
53309,5-9427
53310,8-4851
53311,6-9742
53312,1-4719
53313,5-1065
53314,2-9744
53315,8-6962
53316,4-5335
53317,1-4590
53318,6-4350
53319,2-7541
53320,7-2307
53321,6-0514
53322,8-8165
53323,1-3039
53324,7-4703
53325,3-6955
53326,6-2648
53327,8-6289
53328,1-2892
53329,5-4614
53330,4-2266
53331,6-3569
53332,8-1004
53333,4-3695
53334,7-1024
53335,7-9269
53336,1-1401
53337,3-5516
53338,3-8666
53339,4-0072
53340,6-9462
53341,7-1093
53342,2-6138
53343,5-7289
53344,1-1446
53345,6-8207
53346,4-0330
53347,1-6630
53348,1-5399
53349,6-1070
53350,3-1155
53351,3-3797
53352,6-0117
53353,6-8344
53354,3-0346
53355,1-9557
53356,6-4404
53357,7-3023
53358,2-7612
53359,3-5562
53360,5-8343
53361,7-8335
53362,3-0268
53363,6-4312
53364,3-3262
53365,5-7480
53366,5-9397
53367,3-6255
53368,8-8432
53369,7-9340
53370,5-3671
53371,2-5140
53372,2-1254
53373,1-9853
53374,2-2410
53375,8-1577
53376,3-3913
53377,7-4358
53378,2-5424
53379,3-8547
53380,6-7501
53381,2-7177
53382,7-1159
53383,1-2125
53384,3-2903
53385,3-9867
53386,5-8838
53387,1-5626
53388,5-2599
53389,1-4247
53390,8-9710
53391,1-3731
53392,3-5419
53393,4-3535
53394,6-8572
53395,8-7226
53396,3-0100
53397,2-0536
53398,5-8013
53399,2-6545
53400,1-2520
53401,8-9081
53402,4-4060
53403,1-9026
53404,5-8996
53405,2-3490
53406,3-2796
53407,3-4684
53408,7-5531
53409,6-1788
53410,6-9362
53411,8-6382
53412,4-5879
53413,7-7157
53414,3-9883
53415,5-9718
53416,6-9610
53417,4-8912
53418,7-0439
53419,5-0338
53420,8-7249
53421,3-9174
53422,6-5979
53423,1-2973
53424,8-0535
53425,8-8937
53426,6-2797
53427,8-2363
53428,8-4224
53429,5-8213
53430,6-8941
53431,6-2080
53432,8-5197
53433,8-5281
53434,7-1594
53435,7-6318
53436,8-1102
53437,5-0655
53438,2-7089
53439,2-6709
53440,6-8187
53441,1-2708
53442,3-2683
53443,2-2805
53444,7-3478
53445,5-4284
53446,6-1328
53447,7-5596
53448,6-1717
53449,1-8181
53450,8-5588
53451,4-5443
53452,6-1140
53453,2-1598
53454,8-9731
53455,6-8787
53456,6-2897
53457,2-9166
53458,7-2808
53459,4-6885
53460,1-8351
53461,2-0723
53462,3-7591
53463,8-7266
53464,7-9190
53465,8-5067
53466,8-4649
53467,2-8941
53468,7-3736
53469,2-4566
53470,6-2812
53471,5-1366
53472,2-4278
53473,1-8566
53474,6-1810
53475,7-8925
53476,1-4052
53477,4-5832
53478,2-2062
53479,4-5863
53480,3-7582
53481,8-4927
53482,8-9560
53483,7-5924
53484,8-5267
53485,4-8777
53486,6-9992
53487,2-8635
53488,3-1106
53489,8-0505
53490,4-4960
53491,3-2659
53492,7-0116
53493,7-7587
53494,5-6771
53495,8-4318
53496,3-6566
53497,3-6253
53498,4-9841
53499,5-9855
53500,5-4274
53501,8-6657
53502,5-7250
53503,8-7680
53504,7-6356
53505,4-8066
53506,8-8692
53507,3-5754
53508,3-2628
53509,8-8146
53510,8-9647
53511,6-6526
53512,2-6048
53513,4-4371
53514,8-8352
53515,4-6654
53516,1-4208
53517,4-7846
53518,3-7828
53519,5-1859
53520,4-0857
53521,7-2351
53522,3-2309
53523,2-3730
53524,4-4005
53525,5-1825
53526,8-5746
53527,6-7908
53528,4-1839
53529,1-5629
53530,1-6206
53531,6-9206
53532,8-9668
53533,2-9907
53534,2-6535
53535,6-2316
53536,6-8353
53537,6-2152
53538,4-2955
53539,6-9218
53540,3-2407
53541,3-2117
53542,3-9829
53543,1-5721
53544,8-5016
53545,1-0465
53546,4-9597
53547,1-0843
53548,1-4272
53549,8-8453
53550,4-5181
53551,2-9398
53552,4-1090
53553,7-4525
53554,8-0583
53555,3-6104
53556,3-0311
53557,4-6591
53558,7-3823
53559,7-1479
53560,8-9126
53561,1-4897
53562,8-6303
53563,2-3228
53564,3-3556
53565,1-0660
53566,3-6881
53567,3-3594
53568,3-1764
53569,8-9339
53570,5-6716
53571,2-0665
53572,4-9590
53573,2-4034
53574,6-1775
53575,2-7871
53576,8-4301
53577,1-1927
53578,1-1481
53579,3-4806
53580,6-3220
53581,2-6342
53582,6-1613
53583,1-3204
53584,7-8318
53585,3-5304
53586,8-0351
53587,1-6643
53588,7-2809
53589,2-2716
53590,4-8624
53591,8-2684
53592,8-0537
53593,5-0871
53594,3-8454
53595,2-4825
53596,5-8155
53597,7-0549
53598,2-6631
53599,7-6300
53600,3-2850
53601,7-8350
53602,5-4637
53603,5-9973
53604,2-7901
53605,8-8245
53606,8-0967
53607,2-2395
53608,3-3087
53609,4-9917
53610,3-2245
53611,2-4964
53612,8-4004
53613,8-8169
53614,7-4187
53615,1-1698
53616,8-0916
53617,8-7066
53618,7-1949
53619,8-5490
53620,5-2017
53621,7-8322
53622,7-5764
53623,3-5752
53624,7-7488
53625,1-0943
53626,7-2433
53627,1-6567
53628,6-4029
53629,4-0130
53630,1-3335
53631,4-3565
53632,3-6745
53633,2-1492
53634,4-6279
53635,3-8681
53636,4-1061
53637,4-8541
53638,7-3217
53639,2-4261
53640,5-0261
53641,2-7336
53642,8-3446
53643,7-2317
53644,5-8514
53645,6-3644
53646,5-5852
53647,1-1876
53648,2-4683
53649,3-1394
53650,5-8366
53651,3-1147
53652,7-3113
53653,2-3237
53654,6-1330
53655,7-8615
53656,5-8266
53657,3-3003
53658,3-1340
53659,2-1890
53660,5-8348
53661,3-9795
53662,1-7349
53663,8-5089
53664,7-0204
53665,1-2255
53666,8-2566
53667,6-9838
53668,6-3899
53669,1-2002
53670,5-1360
53671,4-8256
53672,2-2201
53673,8-0490
53674,5-9465
53675,2-6910
53676,4-7474
53677,7-5644
53678,3-0788
53679,8-4918
53680,4-9052
53681,3-8840
53682,8-9141
53683,1-7786
53684,6-4597
53685,4-4131
53686,3-9993
53687,3-4091
53688,3-5029
53689,4-3118
53690,7-6691
53691,3-0528
53692,5-3128
53693,4-4132
53694,5-6983
53695,7-2630
53696,4-8730
53697,4-5356
53698,7-2705
53699,4-1117
53700,6-8595
53701,7-5036
53702,4-7652
53703,5-2043
53704,8-7550
53705,1-0814
53706,8-7650
53707,7-4878
53708,2-5785
53709,2-7943
53710,5-0140
53711,2-9149
53712,8-9313
53713,3-2357
53714,4-2272
53715,7-6335
53716,1-4914
53717,2-5751
53718,1-2974
53719,8-8837
53720,6-3724
53721,2-5869
53722,5-1027
53723,4-3850
53724,1-8214
53725,1-5564
53726,5-3553
53727,7-9465
53728,2-8000
53729,8-2551
53730,8-3834
53731,1-6532
53732,5-3851
53733,4-4157
53734,7-4523
53735,8-0102
53736,1-5371
53737,7-1777
53738,1-6592
53739,1-5392
53740,1-9050
53741,7-0600
53742,6-9033
53743,2-7971
53744,3-2147
53745,8-8249
53746,6-7410
53747,1-0205
53748,2-9655
53749,1-1385
53750,1-3227
53751,4-3268
53752,2-7963
53753,6-0103
53754,6-6109
53755,4-6108
53756,6-0015
53757,2-1932
53758,3-3828
53759,6-2865
53760,1-7229
53761,1-7716
53762,4-1502
53763,7-4007
53764,3-6772
53765,4-8026
53766,6-3160
53767,7-2638
53768,7-5476
53769,7-8996
53770,4-6522
53771,8-1876
53772,6-9347
53773,8-3158
53774,5-6272
53775,3-4400
53776,6-0834
53777,1-9225
53778,2-6408
53779,7-6029
53780,1-4008
53781,5-4926
53782,8-1913
53783,1-4108
53784,1-1536
53785,4-9854
53786,6-5463
53787,2-5640
53788,7-7700
53789,6-2719
53790,1-0800
53791,6-6605
53792,4-5753
53793,5-2280
53794,6-1693
53795,1-6737
53796,2-2434
53797,4-5321
53798,8-2841
53799,3-0092
53800,7-9483
53801,4-5867
53802,3-9057
53803,3-0727
53804,8-4060
53805,3-3906
53806,7-7883
53807,4-0588
53808,8-2498
53809,4-7451
53810,1-7640
53811,8-1981
53812,1-9947
53813,6-2762
53814,2-7332
53815,5-3609
53816,7-6618
53817,6-3180
53818,5-7153
53819,3-7837
53820,1-7122
53821,7-5383
53822,6-0951
53823,7-6828
53824,1-4574
53825,7-6739
53826,3-0754
53827,3-1579
53828,7-6786
53829,8-5294
53830,7-9088
53831,1-7935
53832,5-7099
53833,3-2216
53834,7-5578
53835,8-6450
53836,5-8403
53837,6-7580
53838,7-7997
53839,4-3335
53840,5-3500
53841,7-6185
53842,7-1113
53843,2-7404
53844,3-2104
53845,3-4638
53846,5-1208
53847,1-6026
53848,5-9950
53849,7-7159
53850,8-4310
53851,8-5152
53852,1-7046
53853,3-6830
53854,5-3344
53855,4-3966
53856,2-6494
53857,4-9727
53858,5-9464
53859,4-3329
53860,8-8188
53861,4-4149
53862,5-9067
53863,3-5355
53864,7-9920
53865,1-7998
53866,3-8311
53867,5-8606
53868,4-7290
53869,4-7821
53870,1-5208
53871,3-8338
53872,1-8930
53873,1-4772
53874,3-9080
53875,7-2247
53876,4-8735
53877,8-4101
53878,7-4871
53879,7-7860
53880,2-7084
53881,2-7125
53882,1-7019
53883,3-2716
53884,2-2985
53885,7-6706
53886,2-2465
53887,1-0742
53888,6-8533
53889,8-0844
53890,7-8787
53891,2-5742
53892,1-3181
53893,5-6053
53894,3-2837
53895,4-9605
53896,4-7222
53897,7-1003
53898,7-4764
53899,7-3999
53900,7-3271
53901,7-9266
53902,5-8029
53903,1-9928
53904,2-5550
53905,1-0237
53906,1-9226
53907,8-1636
53908,1-7325
53909,3-2719
53910,5-7472
53911,1-2940
53912,5-5778
53913,2-1934
53914,3-9228
53915,6-5022
53916,8-8693
53917,5-1781
53918,6-2821
53919,6-7579
53920,1-2096
53921,3-3597
53922,1-5937
53923,2-5868
53924,8-0068
53925,1-9830
53926,2-8277
53927,2-8709
53928,6-8318
53929,4-7725
53930,2-6795
53931,7-6675
53932,1-1730
53933,2-4843
53934,1-8861
53935,2-2522
53936,2-9479
53937,7-3207
53938,5-9545
53939,4-5935
53940,8-8731
53941,2-6719
53942,7-8298
53943,7-0785
53944,5-3630
53945,4-4687
53946,7-4983
53947,8-8524
53948,7-1236
53949,2-4187
53950,7-6810
53951,8-5367
53952,8-1306
53953,4-8442
53954,3-4133
53955,2-3661
53956,6-9430
53957,8-9309
53958,6-6171
53959,4-4860
53960,6-4728
53961,2-7710
53962,1-4952
53963,1-8683
53964,2-9758
53965,4-1804
53966,1-5869
53967,2-4903
53968,4-4339
53969,7-5020
53970,4-2993
53971,2-6688
53972,3-4687
53973,5-5167
53974,5-9422
53975,5-8701
53976,7-4812
53977,7-7203
53978,1-7070
53979,4-6909
53980,5-5600
53981,7-6890
53982,6-1521
53983,6-5646
53984,3-7679
53985,1-0072
53986,6-6205
53987,8-2310
53988,1-2544
53989,5-3024
53990,5-0896
53991,5-8929
53992,2-9077
53993,6-7865
53994,3-6353
53995,3-6629
53996,2-1814
53997,3-7475
53998,2-4304
53999,5-9288
54000,1-7395
54001,7-9886
54002,1-8672
54003,8-5018
54004,8-3481
54005,1-3681
54006,2-0175
54007,7-6418
54008,2-7772
54009,2-2675
54010,5-3249
54011,4-9437
54012,6-9540
54013,1-1642
54014,6-4850
54015,8-4055
54016,2-6285
54017,4-8553
54018,8-4247
54019,3-3023
54020,4-2545
54021,6-5184
54022,3-2918
54023,8-0128
54024,5-9886
54025,1-4623
54026,1-0792
54027,6-1746
54028,5-8108
54029,2-4559
54030,1-5084
54031,4-0807
54032,6-5870
54033,8-1802
54034,7-4128
54035,3-6692
54036,1-6663
54037,6-9916
54038,1-4494
54039,1-7099
54040,7-1530
54041,6-4570
54042,1-2956
54043,8-1314
54044,5-3613
54045,4-0129
54046,4-6056
54047,4-5047
54048,1-8190
54049,7-6074
54050,7-3851
54051,1-9416
54052,7-4330
54053,8-1975
54054,4-1120
54055,1-4822
54056,8-8120
54057,3-2858
54058,3-4796
54059,6-4636
54060,7-7746
54061,8-7847
54062,6-9532
54063,7-7885
54064,3-6726
54065,5-2917
54066,4-8259
54067,7-9257
54068,6-0524
54069,8-5981
54070,5-0857
54071,3-7005
54072,1-0219
54073,8-7174
54074,3-2009
54075,4-4848
54076,3-5292
54077,8-4935
54078,7-0436
54079,2-4465
54080,2-2342
54081,1-3199
54082,7-3423
54083,7-0673
54084,1-5832
54085,4-1118
54086,1-3195
54087,3-9584
54088,7-4989
54089,1-8502
54090,7-1754
54091,2-1591
